Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
SAO PAULO;49206;12032.000018/2010-01;(OUTROS INSTRUMENTOS) ADITIVOS - ATÉ JUNHO 2012;08259544000184 - TOPICO Locações de Galpões e Equipamentos para Industrias Ltda.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;29/06/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;06/07/2012;03/07/2012;02/07/2013;30240
BRASILIA;49215;12014.000047/2008-69;ADITIVOS;05601496000172 - METHA TRANSPORTE E SERVIÇOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;05/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/07/2012;14/07/2012;13/07/2013;12960
BRASILIA SEDE;49216;70387.000048/2009-52;(OUTROS INSTRUMENTOS) ADITIVOS - ATÉ JUNHO 2012;02421421000111 - INTELIG TELECOMUNICAÇÕES LTDA;REPACTUAR O VALOR DO CONTRATO.;05/07/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;09/07/2012;05/07/2012;26/04/2015;29387,88
RECIFE;49203;19866.000014/2012-13;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;04164616000159 - TNL PCS S/A; SERVIÇOS DE TELEFONIA MÓVEL.;15/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;09/07/2012;19/05/2012;18/05/2013;74912,6
SAO PAULO;49214;12032.000109/2012-09;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;65689895000169 - ARK TEC GUARDA DE DOCUMENTOS LTDA;SERVIÇOS DE ARQUIVAMENTO E GUARDA DE DOCUMENTOS.;02/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;09/07/2012;02/07/2012;01/07/2017;84607,2
SAO PAULO;49217;12032.000102/2012-89;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;04440542000136 - ARTE DI FIORI PAISAGISMO E DECORAÇÕES LTDA ME;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO, PAISAGISMO E MANUTENÇÃO DE JARDINS.;02/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;09/07/2012;02/07/2012;01/07/2013;265494
RIO DE JANEIRO;49230;12023.000111/2012-89;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;07615598000172 - BRANDÃO SERVIÇOS GRÁFICOS E COMÉRCIO DE INFORMÁTICA LTDA;FORNECIMENTO DE EQUIPAMENTOS E MATERIAL DE CONSUMO PARA REPROGRAFIA.;02/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;10/07/2012;02/07/2012;01/07/2013;60800
CURITIBA;49231;19870.000021/2010-94;ADITIVOS;05948378000135 - PALOTINA OESTE SEGURANÇA PRIVADA LTDA.;PRORROGAR A VIGÊNCIA E REPACTUAR O VALOR DO CONTRATO.;28/06/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;12/07/2012;01/07/2012;30/06/2013;779022,95
CURITIBA;49231;19870.000021/2010-94;ADITIVOS;05948378000135 - PALOTINA OESTE SEGURANÇA PRIVADA LTDA.;PRORROGAR A VIGÊNCIA E REPACTUAR O VALOR DO CONTRATO.;28/06/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;12/07/2012;01/07/2012;30/06/2013;779022,95
RECIFE;49235;70387.000009/2010-99;(OUTROS INSTRUMENTOS) ADITIVOS - ATÉ JUNHO 2012;04984295000139 - TB Encomendas e Distribuições Ltda;PRORROGAR A VIGÊNCIA E REPACTUAR O VALOR DO CONTRATO.;29/06/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;12/07/2012;01/07/2012;30/06/2013;310296,36
RECIFE;49235;70387.000009/2010-99;(OUTROS INSTRUMENTOS) ADITIVOS - ATÉ JUNHO 2012;04984295000139 - TB Encomendas e Distribuições Ltda;PRORROGAR A VIGÊNCIA E REPACTUAR O VALOR DO CONTRATO.;29/06/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;12/07/2012;01/07/2012;30/06/2013;310296,36
RIO DE JANEIRO;49232;12023.000066/2007-03;ADITIVOS;33498551000186 - Turismo Três Amigos Ltda;REPACTUAR O VALOR DO CONTRATO.;29/06/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;12/07/2012;29/06/2012;04/11/2012;16416,84
RIO DE JANEIRO;49233;12023.000177/2012-79;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;05504343000107 - APEC AVALIAÇOES E PERÍCIAS DE ENGENHARIA CIVIL S/C LTDA.;REFORMA EM COZINHA, RESTAURANTE, LANCHONETE, REFEITÓRIO E ÁREA DE DEPÓSITO.;05/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;12/07/2012;05/07/2012;01/12/2012;687000
RIO DE JANEIRO;49234;12023.000066/2007-03;ADITIVOS;33498551000186 - Turismo Três Amigos Ltda;REPACTUAR O VALOR DO CONTRATO.;29/06/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;12/07/2012;29/06/2012;04/11/2012;21017,9
BELO HORIZONTE;49237;19868.000001/2010-62;ADITIVOS;10668049000170 - AMERICA TERCEIRIZAÇÃO LTDA;REPACTUAR O VALOR DO CONTRATO.;02/07/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;13/07/2012;02/07/2012;02/05/2013;4820,32
BELO HORIZONTE;49248;19868.000001/2010-62;ADITIVOS;04437161000106 - QUALITÉCNICA EMPRESA NACIONAL DE SERVIÇOS LTDA;REPACTUAÇÃO DE PREÇOS POR MAIS 12 MESES;29/06/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;13/07/2012;29/06/2012;02/05/2013;87482,36
BRASILIA;49253;12014.000052/2007-91;TERMO DE AJUSTE DE CONTAS;07076118000142 - JULIANO DANIEL DA SILVA - ME;REPACTUAÇAO DOS VALORES CONTRATADOS;11/07/2012;ART. 59, PARÁGRAFO ÚNICO, DA LEI 8.666/1993 E SUAS ALTERAÇÕES C/C ART. 884 DA LEI 10.406/2002 (CÓDIGO CIVIL) E ART. 60 A 64 DA LEI 4.320/1964.;13/07/2012;05/10/2011;13/06/2012;17170,42
PORTO ALEGRE;49242;19871.000012/2011-74;ADITIVOS;11301568000169 - SETTA SERVIÇOS TERCEIRIZADOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;10/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;13/07/2012;18/07/2012;17/07/2013;383188,32
RECIFE;49265;19866.000042/2012-31;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;65549479000165 - EXPERNET TELEMÁTICA LTDA;FORNECIMENTO E EXECUÇÃO DE SERVIÇO DE CABEAMENTO ESTRUTURADO, PARA ADEQUAÇÃO DE REDE LOCAL DA REGIONAL RECIFE.;28/06/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;13/07/2012;28/06/2012;27/03/2013;650000
RIO DE JANEIRO;49239;70387.000045/2009-19;ADITIVOS;67071001000360 - SIEMENS ENTERPRISE COMMUNICATIONS - TECNOLOGIA DA INFORMACAO E COMUNICACOES CORP;SUPRIMIR SERVIÇOS DO CONTRATO.;01/07/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";13/07/2012;01/07/2012;09/02/2013;59592,16
RIO DE JANEIRO;49240;12023.000344/2011-09;ADITIVOS;10876620000142 - COMERCIAL FERREIRA & GOBI LTDA-ME;ACRÉSCIMOS DE SERVIÇO AO CONTRATO.;06/07/2012;"ART. 65, INCISO I, ALÍNEA ""A"", DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";13/07/2012;06/07/2012;27/07/2012;14857,5
SAO PAULO;49241;12032.000087/2012-79;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;42412346000147 - Transsonic do Brasil Comércio Industria Equipamentos Eletrônicos Ltda.;SERVIÇOS DE SONORIZAÇÃO AMBIENTE, COM FORNECIMENTO DE EQUIPAMENTOS, MATERIAIS E MÃO DE OBRA.;05/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;13/07/2012;05/07/2012;21/01/2013;182766,98
BRASILIA SEDE;49270;19863.000089/2012-24;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;10619017000185 - ASD TREINAMENTO E DESENVOLVIMENTO DE PESSOAL LTDA-ME;SERVIÇO DE CAPACITAÇÃO NO PROGRAMA DE DESENVOLVIMENTO GERENCIAL.;11/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;16/07/2012;11/07/2012;10/07/2013;480000
BELEM;49272;19864.000013/2012-99;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;11398660000199 - J.C.R - DECISION LTDA - EPP;AQUISIÇÃO DE GRUPO GERADOR.;29/06/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;18/07/2012;16/07/2012;15/07/2013;68700
BRASILIA SEDE;49286;19863.000073/2010-50;(OUTROS INSTRUMENTOS) ADITIVOS - ATÉ JUNHO 2012;21069489000128 - OCTUS INFORMATICA LTDA;PRORROGAR A VIGÊNCIA E REPACTUAR OS PREÇOS DO CONTRATO.;12/07/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;18/07/2012;16/07/2012;15/07/2013;113720,88
BRASILIA SEDE;49286;19863.000073/2010-50;(OUTROS INSTRUMENTOS) ADITIVOS - ATÉ JUNHO 2012;21069489000128 - OCTUS INFORMATICA LTDA;PRORROGAR A VIGÊNCIA E REPACTUAR OS PREÇOS DO CONTRATO.;12/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;18/07/2012;16/07/2012;15/07/2013;113720,88
PORTO ALEGRE;49271;19871.000013/2011-19;ADITIVOS;09279420000123 - SANTOS E FAGUNDES SERVIÇOS EMPRESARIAIS LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;12/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;18/07/2012;18/07/2012;17/07/2013;101011,2
SAO PAULO;49287;12032.000110/2012-25;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;03884648000166 - EPEN EMPRESA PAULISTA DE ENGENHARIA LTDA;SERVIÇOS DE PROJETOS DE ENGENHARIA.;12/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;18/07/2012;12/07/2012;11/07/2013;79194,96
SAO PAULO;49301;12032.000022/2011-42;ADITIVOS;10565981000178 - LINCE SEGURANÇA ELETRONICA LTDA - ME;REPACTUAR O VALOR DO CONTRATO.;28/06/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;19/07/2012;28/06/2012;30/06/2012;308671,68
PORTO ALEGRE;49305;19871.000021/2011-65;ADITIVOS;91099796000137 - VIGILÂNCIA FIEL LTDA.;REPACTUAR O VALOR DO CONTRATO.;16/07/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;20/07/2012;16/07/2012;18/08/2012;29832,66
RIO DE JANEIRO;49306;12023.000016/2010-13;ADITIVOS;68582709000186 - CORPUS LINE INDÚSTRIA, COMÉRCIO E SERVIÇOS LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;16/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;20/07/2012;03/08/2012;02/08/2013;118038,24
SAO PAULO;49279;12032.000080/2010-95;ADITIVOS;59126045000150 - VIAÇÃO SANTO IGNÁCIO LTDA;REPACTUAR O VALOR DO CONTRATO.;11/07/2012;ART. 40, INCISO XI, C/C ART. 55, INCISO III, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;20/07/2012;11/07/2012;31/01/2016;81460,88
SAO PAULO;49302;12032.000022/2011-42;ADITIVOS;10565981000178 - LINCE SEGURANÇA ELETRONICA LTDA - ME;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;29/06/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;20/07/2012;01/07/2012;30/06/2013;3410671,68
SAO PAULO;49303;70387.000014/2012-63;(PREGÃO) ADESÃO A ATA DE REGISTRO DE PREÇOS ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;59773416000195 - CIMCORP COMERCIO INTERNACIONAL E INFORMATICA S/A;AQUISIÇÃO DE SOLUÇÃO DE VIRTUALIZAÇÃO.;16/07/2012;ART. 15, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C O ART. 8º, DO DECRETO 3.931/2001, COM A REDAÇÃO DADA PELO DECRETO 4.342/2002. ;20/07/2012;16/07/2012;15/01/2013;6643200
SAO PAULO;49307;12032.000088/2011-32;ADITIVOS;01978473000120 - Aitermp Central de Serviços e Comércio de Refrigeração Ltda. - EPP.  ;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;16/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;20/07/2012;22/07/2012;21/07/2013;384949,92
BELO HORIZONTE;49314;19868.000020/2008-74;ADITIVOS;09065084000116 - GRUPO SEVEN CONSULTORIA ATIVIDADES FÍSICA E CULTURAIS LTDA;REPACTUAR O VALOR DO CONTRATO.;03/07/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;23/07/2012;03/07/2012;20/10/2012;668,13
SAO PAULO;49321;70387.000006/2012-17;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;33000118000179 - TELEMAR NORTE LESTE SA;SERVIÇOS DE COMUNICAÇÃO DE DADOS.;23/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;24/07/2012;23/07/2012;22/07/2017;1075800
SAO PAULO;49322;70387.000010/2012-85;(PREGÃO) ADESÃO A ATA DE REGISTRO DE PREÇOS ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;07860761000162 - VERNET COMUNICAÇÃO DE DADOS LTDA;AQUISIÇÃO DE SWITCHES METRO ETHERNET;20/07/2012;ART. 15, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C O ART. 8º, DO DECRETO 3.931/2001, COM A REDAÇÃO DADA PELO DECRETO 4.342/2002. ;24/07/2012;20/07/2012;19/01/2013;15620640
RECIFE;49316;19866.000084/2011-91;ADITIVOS;04634004000182 - CLIMOAR CLIMATIZAÇÃO LTDA ME;ACRÉSCIMO DE VALOR AO CONTRATO.;05/07/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";25/07/2012;05/07/2012;19/07/2012;16019,78
PORTO ALEGRE;49343;19871.000054/2012-96;INEXIGIBILIDADE SEM PROCESSO DECISÓRIO;05971682000101 - ASSOCIAÇÃO  SOFTWARE LIVRE. ORG;PATROCÍNIO 13° FORUM INTERNACIONAL SOFTWARE LIVRE.;20/07/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/07/2012;20/07/2012;28/07/2012;83000
RECIFE;49340;19866.000054/2012-65;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;65725129000102 - GRIF APLICAÇÃO E DECORAÇÃO LTDA;AQUISIÇÃO DE MOBILIÁRIO MODULAR.;04/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;26/07/2012;05/07/2012;04/10/2012;171500
SALVADOR;49344;19867.000008/2008-70;ADITIVOS;03394369000114 - JAVA SEGURANÇA PATRIMONIAL LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;20/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/07/2012;01/08/2012;31/07/2013;475039,56
SAO PAULO;49345;12032.000011/2011-62;ADITIVOS;05373051000182 - DOC PRINT SERVICE LTDA -ME;PRORROGAÇÃO DO CONTRATO POR 01 (UM) MÊS.;03/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/07/2012;04/07/2012;03/08/2012;5541,5
BELEM;49349;19864.000005/2011-61;ADITIVOS;01427148000170 - COPBESSA LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;19/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/07/2012;01/08/2012;31/07/2013;337151,88
BRASILIA SEDE;49356;19863.000098/2009-10;ADITIVOS;32913188000155 - TECNOLTA EQUIPAMENTOS ELETRONICOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 180 (CENTO E OITENTA) DIAS.;23/07/2012;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/07/2012;24/07/2012;23/01/2013;354600
BRASILIA SEDE;49356;19863.000098/2009-10;ADITIVOS;32913188000155 - TECNOLTA EQUIPAMENTOS ELETRONICOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 180 (CENTO E OITENTA) DIAS.;23/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/07/2012;24/07/2012;23/01/2013;354600
BRASILIA SEDE;49356;19863.000098/2009-10;ADITIVOS;32913188000155 - TECNOLTA EQUIPAMENTOS ELETRONICOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 180 (CENTO E OITENTA) DIAS.;23/07/2012;ART. 57, INCISO IV, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/07/2012;24/07/2012;23/01/2013;354600
CURITIBA;49350;19870.000024/2009-94;ADITIVOS;03328305000115 - CLARITY Sistemas de Energia Ltda.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;12/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/07/2012;15/07/2012;14/07/2013;50400
RECIFE;49355;19866.000119/2011-91;ADITIVOS;04078544000127 - OCEANIA CONSTRUÇÕES E EMPREENDIMENTOS LTDA;ACRÉSCIMO DE VALOR AO CONTRATO.;26/06/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";27/07/2012;26/06/2012;27/06/2012;18306,42
RIO DE JANEIRO;49351;12023.000011/2011-71;ADITIVOS;06141118000116 - LOCANTY SEGURANÇA E VIGILÂNCIA LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;02/07/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/07/2012;11/07/2012;10/07/2013;1332650,04
SAO PAULO;49346;70387.000008/2012-14;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;11745674000131 - RIET TURISMO E VIAGENS LTDA ME;SERVIÇOS DE AGENCIAMENTO DE VIAGENS.;23/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;27/07/2012;24/07/2012;23/07/2013;7850000
SAO PAULO;49357;12032.000113/2012-69;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;01546939000119 - Copy Florida Serviços Reprográficos Ltda;SERVIÇOS DE REPROGRAFIA, COM FORNECIMENTO DE EQUIPAMENTOS E PESSOAL.;24/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;27/07/2012;06/08/2012;05/08/2017;477996
BELO HORIZONTE;49360;19868.000023/2012-94;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;33158874000120 - Conbrás Engenharia Ltda;SERVIÇOS DE MANUTENÇÃO PREDIAL.;05/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;30/07/2012;01/08/2012;31/07/2013;537195
BELO HORIZONTE;49362;19868.000024/2012-39;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;03446676000100 - FRANCO SERVIÇOS E CONSTRUÇÕES LTDA;REMOÇÃO E EXECUÇÃO DE PISO.;23/07/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;30/07/2012;23/07/2012;31/08/2012;40100
