Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
RIO DE JANEIRO;48816;12023.000007/2008-16;(OUTROS INSTRUMENTOS) ADITIVOS;73305484000150 - Energywork Comércio e Serviços Ltda;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 MESES.;03/04/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;16/04/2012;08/04/2012;07/04/2013;1890
BRASILIA;48821;12014.000013/2010-99;(OUTROS INSTRUMENTOS) ADITIVOS;06979236000106 - JPZ INFORMATICA LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;17/04/2012;15/04/2012;14/04/2013;74910
FLORIANOPOLIS;48815;19870.000002/2012-20;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;09074738000178 - Erico Santos Cultura Ltda;SERVIÇOS DE GINÁSTICA/IOGA LABORAL;06/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;17/04/2012;12/03/2012;11/03/2013;7999,92
BRASILIA;48844;12014.000039/2012-07;(PREGÃO) ADESÃO A ATA DE REGISTRO DE PREÇOS ACIMA DE R$ 80 MIL;05466285000174 - LEISTUNG INDUSTRIA COMÉRCIO E SERV. DE SISTEMAS DE ENERGIA LTDA;AQUISIÇÃO E INSTALAÇÃO DE NO-BREAK;16/04/2012;ART. 15, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C O ART. 8º, DO DECRETO 3.931/2001, COM A REDAÇÃO DADA PELO DECRETO 4.342/2002. ;18/04/2012;16/04/2012;15/04/2015;119301
CURITIBA;48845;19870.000004/2011-38;(OUTROS INSTRUMENTOS) ADITIVOS;78720653000132 - ELEVADORES FIEL IND. COM. LTDA.;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 MESES.;11/04/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/04/2012;11/04/2012;10/04/2013;6949,92
BELEM;48854;19864.000016/2011-41;(OUTROS INSTRUMENTOS) ADITIVOS;04436855000110 - PRATA COMÉRCIO E SERVIÇOS LTDA-ME;REPACTUAR O VALOR DO CONTRATO.;16/04/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;20/04/2012;16/04/2012;07/07/2012;4492,61
SALVADOR;48853;19867.000053/2008-24;(OUTROS INSTRUMENTOS) ADITIVOS;01650008000166 - SAÚDE TOTAL SERVIÇOS EM ATIVIDADES FÍSICAS E NUTRIÇÕES LTDA ME;REPACTUAR O VALOR DO CONTRATO;19/04/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;20/04/2012;21/03/2012;02/11/2012;1012,9
BELO HORIZONTE;48851;19868.000167/2011-60;(DISPENSA DE LICITAÇÃO) DISPENSA PELO VALOR;33000118000179 - TELEMAR NORTE LESTE SA;FORNECIMENTO DE LINHA TELEFONICA E ACESSO INTERNET BANDA LARGA.;28/02/2012;ART. 24, INCISO II E PARÁGRAFO ÚNICO, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;23/04/2012;09/03/2012;08/03/2017;8245,8
BRASILIA;48874;12014.000073/2008-97;(OUTROS INSTRUMENTOS) ADITIVOS;24907701000177 - TEMPER Engenharia e Comércio Ltda;REPACTUAR O VALOR DO CONTRATO;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;26/04/2012;20/04/2012;02/02/2013;3766,12
BRASILIA SEDE;48869;19863.000091/2010-31;(OUTROS INSTRUMENTOS) ADITIVOS;08469511000169 - CA PROGRAMAS DE COMPUTADOR, PARTICIPAÇÕES E SERVIÇOS LTDA. (CA);ACRÉSCIMO DE SERVIÇOS, ALTERAÇÃO E INCLUSÃO DE CLÁUSULAS.;23/04/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";26/04/2012;23/04/2012;24/08/2014;2930682,29
RECIFE;48879;19866.000084/2011-91;(OUTROS INSTRUMENTOS) ADITIVOS;04634004000182 - CLIMOAR CLIMATIZAÇÃO LTDA ME;PRORROGAR PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO POR MAIS 30 (TRINTA) DIAS.;;ART. 57, § 1º, INCISO V, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/04/2012;20/06/2012;19/07/2012;0
SAO PAULO;48866;12032.000003/2012-05;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;02449992005638 - VIVO S/A;SERVIÇOS DE TELEFONIA;16/04/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;26/04/2012;16/04/2012;15/04/2013;159004,32
SAO PAULO;48875;12032.000026/2011-21;(OUTROS INSTRUMENTOS) ADITIVOS;02609844000160 - AIRWAY TRANSPORTES LTDA;ACRÉSCIMO DE SERVIÇOS AO CONTRATO ORIGINAL;;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";26/04/2012;20/04/2012;30/06/2012;5499
SAO PAULO;48876;70387.000002/2012-39;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;02111102000100 - CENTAURO GRÁFICA E EDITORA LTDA;AQUISIÇÃO DE PAPEL BRANCO NO FORMATO OFÍCIO 2.;20/04/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;26/04/2012;20/04/2012;19/04/2013;82880
BELO HORIZONTE;48883;19868.000019/2012-26;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;13531312000173 - F J A Costa Construções ME;REFORMA E ADEQUAÇÃO DE SANITÁRIOS DA REGIONAL BELO HORIZONTE;23/04/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;27/04/2012;23/04/2012;21/06/2012;113400
BRASILIA SEDE;48870;19863.000033/2012-70;(INEXIGIBILIDADE) INEXIGIBILIDADE ACIMA DE R$ 80 MIL;08469511000169 - CA PROGRAMAS DE COMPUTADOR, PARTICIPAÇÕES E SERVIÇOS LTDA. (CA);UPGRADE DE LICENÇAS PARA SOLUÇÃO DE GERENCIAMENTO DE ARMAZENAMENTO E BANCO DE DADOS EM AMBIENTES z/OS.;23/04/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/04/2012;23/04/2012;22/10/2012;3469725,63
PORTO ALEGRE;48885;19871.000028/2012-68;(INEXIGIBILIDADE) INEXIGIBILIDADE ATÉ R$ 80 MIL;11400832000111 - NETWORK CONGRESSO E MARKETING;"PATROCÍNIO NO EVENTO ""PORTO ALEGRE WIRELESS O SERVIÇO PÚBLICO E O CIDADÃO DIGITAL + PRÊMIO DE CIDADES DIGITAIS""";02/04/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/04/2012;09/04/2012;07/06/2012;30000
RECIFE;48884;19866.000043/2009-80;(OUTROS INSTRUMENTOS) ADITIVOS;01568077000206 - SERQUIP;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/04/2012;03/05/2012;02/05/2013;1437,28
