Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
BELO HORIZONTE;48907;19868.000001/2010-62;(OUTROS INSTRUMENTOS) ADITIVOS;06090065000151 - PH SERVIÇOS E ADMINISTRAÇÃO LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;08/05/2012;03/05/2012;02/05/2013;206201,4
BRASILIA;48912;12014.000054/2009-41;(OUTROS INSTRUMENTOS) ADITIVOS;08338786000163 - Barao Tur Transportes e Turismo Ltda - ME;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;08/05/2012;09/08/2012;08/08/2013;72338,11
CURITIBA;48916;19870.000015/2011-18;(OUTROS INSTRUMENTOS) ADITIVOS;09576274000106 - TGEX TRANSPORTES E LOCAÇÃO DE VEÍCULOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;08/05/2012;02/05/2012;01/05/2013;255780
SALVADOR;48909;19867.000025/2012-93;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;09144431000104 - ALTAR SERVIÇOS R EMPREENDIMENTOS LTDA ME;SERVIÇOS DE REFORMA DE SANITÁRIOS E COPA/REFEITÓRIO DO ESCRITÓRIO DE ARACAJU.;03/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;08/05/2012;02/05/2012;15/06/2012;69000
BELO HORIZONTE;48920;19868.000037/2009-11;(OUTROS INSTRUMENTOS) ADITIVOS;19201128000141 - Associação Profissionalizante do Menor de Belo Horizonte - ASSPROM;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 24 (VINTE E QUATRO) MESES;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;09/05/2012;26/04/2012;25/04/2014;331232,88
BRASILIA;48929;12014.000007/2011-12;(OUTROS INSTRUMENTOS) ADITIVOS;01685903000116 - AMERICEL S/A;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;03/04/2012;02/04/2013;539968,8
BRASILIA SEDE;48921;19863.000032/2011-44;(OUTROS INSTRUMENTOS) ADITIVOS;72843212000141 - GLOBAL CROSSING COMUNICAÇÃO DO BRASIL LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;07/05/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;13/06/2012;12/06/2013;210000
CURITIBA;48917;19870.000005/2011-82;(OUTROS INSTRUMENTOS) ADITIVOS;02449992000164 - VIVO S/A;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;15/04/2012;14/04/2013;83980,2
CURITIBA;48918;19870.000005/2011-82;(OUTROS INSTRUMENTOS) ADITIVOS;33530486000129 - EMPRESA BRASILEIRA DE TELECOMUNICACOES;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;15/04/2012;14/04/2013;30751,92
CURITIBA;48919;19870.000034/2011-44;(OUTROS INSTRUMENTOS) ADITIVOS;11945317000117 - ATLANTIS - SERVICOS TERCEIRIZADOS LTDA;REPACTUAÇÃO DE PREÇOS CONTR.RG.46301;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;30/04/2012;24/07/2012;24612,2
SAO PAULO;48926;12032.000002/2010-91;(OUTROS INSTRUMENTOS) ADITIVOS;07140762000132 - TRANSFER SISTEMAS DE ENERGIA LTDA - EPP;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO IV, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;03/05/2012;02/05/2013;64610,88
SAO PAULO;48928;12032.000002/2010-91;(OUTROS INSTRUMENTOS) ADITIVOS;07140762000132 - TRANSFER SISTEMAS DE ENERGIA LTDA - EPP;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO IV, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/05/2012;03/05/2012;02/05/2013;56844,6
FLORIANOPOLIS;48935;19870.000021/2012-56;(DISPENSA DE LICITAÇÃO) DISPENSA ACIMA DE R$ 80 MIL ;00511285000125 - HIDROSANE ENGENHARIA S/C.LTDA.;LOCAÇÃO DE IMOVEL ;24/04/2012;ART. 24, INCISO X, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;11/05/2012;24/04/2012;23/04/2017;733260,6
BELEM;48939;19864.000015/2012-88;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;13258951000107 - STYLUS SERVIÇOS DE LIMPEZA, E REPRESENTAÇÕES LTDA - EPP;SERVIÇOS DE RECEPÇÃO E MOVIMENTAÇÃO DE CARGAS PARA REGIONAL BELÉM.;08/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;15/05/2012;16/05/2012;15/05/2017;401239,2
BRASILIA;48943;12014.000057/2012-81;(PREGÃO) ADESÃO A ATA DE REGISTRO DE PREÇOS ACIMA DE R$ 80 MIL;02747702000240 - APC  - AMERICAN POWER CONVERSION BRASIL LTDA;AQUISIÇÃO E INSTALAÇÃO DE EQUIPAMENTOS PARA ADEQUAÇÃO DE ÁREA DE PRODUÇÃO DE CENTRO DE DADOS.;11/05/2012;ART. 15, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C O ART. 8º, DO DECRETO 3.931/2001, COM A REDAÇÃO DADA PELO DECRETO 4.342/2002. ;15/05/2012;11/05/2012;10/01/2013;8408323,6
BRASILIA;48944;12014.000054/2009-41;(OUTROS INSTRUMENTOS) ADITIVOS;08865102000181 - AMJ Auto Locadora Ltda-ME;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;15/05/2012;09/08/2012;08/08/2013;69856,64
PORTO ALEGRE;48956;19871.000134/2011-61;(OUTROS INSTRUMENTOS) ADITIVOS;94851250000189 - CCS SERVIÇOS TERCEIRIZADOS LTDA - ME;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;16/05/2012;11/05/2012;31/10/2012;25498,74
BELO HORIZONTE;48964;19868.000001/2010-62;(OUTROS INSTRUMENTOS) ADITIVOS;10668049000170 - AMERICA TERCEIRIZAÇÃO LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;17/05/2012;03/05/2012;02/05/2013;39828,84
BRASILIA SEDE;48965;19863.000169/2010-18;(OUTROS INSTRUMENTOS) ADITIVOS;42429480000150 - FUNDAÇÃO UNIVERSITÁRIA JOSÉ BONIFÁCIO;ALTERAR CLÁUSULAS DO CONTRATO.;03/04/2012;ART. 57, § 1º, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;17/05/2012;03/04/2012;31/01/2013;0
SAO PAULO;48966;70387.000032/2011-64;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;04441528000157 - BRY TECNOLOGIA S/A.;AQUISIÇÃO DE SOLUÇÃO DE AUTORIDADE DE CARIMBO DO TEMPO, COM GARANTIA DE FUNCIONAMENTO.;14/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;17/05/2012;14/05/2012;13/11/2012;2481818,18
PORTO ALEGRE;48968;19871.000027/2012-13;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;06303577000159 - MAZZO INFORMÁTICA E ELETROELETRÔNICOS LTDA - ME;FORNECIMENTO E INSTALAÇÃO DE BANCO DE BATERIAS PARA NO-BREAK;14/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;18/05/2012;14/05/2012;13/05/2013;48240
RECIFE;48980;19866.000009/2012-19;(DISPENSA DE LICITAÇÃO) DISPENSA PELO VALOR;40971129000161 - PIA SOCIEDADE DE PADRE NICOLA MAZZA;CONTRATAÇÃO E FORMAÇÃO DE JOVEM APRENDIZ.;07/05/2012;ART. 24, INCISO XIII, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/05/2012;10/05/2012;09/05/2017;109244,4
RIO DE JANEIRO;48977;12023.000002/2012-61;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;05466285000174 - LEISTUNG INDUSTRIA COMÉRCIO E SERV. DE SISTEMAS DE ENERGIA LTDA;AQUISIÇÃO E INSTALAÇÃO DE NO-BREAKS.;14/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;22/05/2012;25/05/2012;20/11/2012;2115428,87
SAO PAULO;48979;12032.000016/2010-12;(OUTROS INSTRUMENTOS) ADITIVOS;00028986014672 - ELEVADORES ATLAS SCHINDLER S/A;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/05/2012;07/06/2012;06/06/2013;6744
PORTO ALEGRE;48987;19871.000024/2011-07;(OUTROS INSTRUMENTOS) ADITIVOS;05292532000163 - LAS DE ALMEIDA TRANSPORTE, TURISMO E SERVIÇOS LTDA.;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;23/05/2012;21/05/2012;22/08/2012;5320,21
BRASILIA;48986;12014.000070/2011-59;(OUTROS INSTRUMENTOS) ADITIVOS;38042487000148 - NOVA ESPERANÇA ADMINISTRADORA DE CONDOMÍNIOS ;ACRÉSCIMO DE POSTOS DE SERVIÇOS ;21/05/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";24/05/2012;21/05/2012;01/01/2013;183708,23
BRASILIA SEDE;48990;19863.000027/2011-31;(OUTROS INSTRUMENTOS) ADITIVOS;02869307000159 - MICROSTRATEGY BRASIL LTDA;ACRÉSCIMO DE SERVIÇOS.;27/04/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";24/05/2012;27/04/2012;16/05/2014;2421,7
RIO DE JANEIRO;48988;12023.000115/2012-67;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;65725129000102 - GRIF APLICAÇÃO E DECORAÇÃO LTDA;FORNECIMENTO E INSTALAÇÃO DE MÓVEIS.;14/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;24/05/2012;14/05/2012;11/08/2012;505728,71
BRASILIA SEDE;48991;70387.000033/2011-17;(OUTROS INSTRUMENTOS) ADITIVOS;26990812000115 - TECNISYS INFORMATICA E ASSESSORIA EMPRESARIAL LTDA.;INCLUSÃO DE CLÁUSULAS NO DOCUMENTO CONTRATUAL.;23/05/2012;ART. 54, § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;25/05/2012;23/05/2012;09/08/2012;0
SAO PAULO;48993;70387.000001/2012-94;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;05130502000150 - T SERVICES ENGENHARIA E COMERCIO LTDA;AQUISIÇÃO DE EQUIPAMENTOS DE SINCRONISMO DE TEMPO.;22/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;25/05/2012;22/05/2012;21/11/2012;200929,28
BELO HORIZONTE;49006;19868.000037/2009-11;(OUTROS INSTRUMENTOS) ADITIVOS;19201128000141 - Associação Profissionalizante do Menor de Belo Horizonte - ASSPROM;ACRÉSCIMO DE SERVIÇOS.;;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";28/05/2012;22/05/2012;25/04/2014;87074,1
BRASILIA SEDE;49005;19863.000169/2011-07;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;06061285000157 - BUSINESS TO TECHNOLOGY CONSULTORIA E ANÁLISE DE SISTEMAS LTDA;CONSULTORIA PARA PRODUTOS MICROSTRATEGY. ;24/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;28/05/2012;24/05/2012;23/05/2014;251747,04
BRASILIA;49011;12014.000018/2011-01;(OUTROS INSTRUMENTOS) ADITIVOS;08220952000122 - RCS TECNOLOGIA LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES E REPACTUAR VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;29/05/2012;01/06/2012;31/05/2013;2903686,5
BRASILIA;49011;12014.000018/2011-01;(OUTROS INSTRUMENTOS) ADITIVOS;08220952000122 - RCS TECNOLOGIA LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES E REPACTUAR VALOR DO CONTRATO.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;29/05/2012;01/06/2012;31/05/2013;2903686,5
SAO PAULO;49010;12032.000141/2007-19;(OUTROS INSTRUMENTOS) ADITIVOS;22120394849    - Paulo Munhoz Garcia Perez;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;29/05/2012;02/05/2012;17/01/2013;10438,32
BRASILIA;49021;12014.000006/2012-59;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;25438466000102 - MOD LINE Soluções Corporativas Ltda.;AQUISIÇÃO E INSTALAÇÃO DE PISO ELEVADO.;24/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;31/05/2012;27/05/2012;26/10/2012;248995
BRASILIA SEDE;49020;19863.000041/2012-16;(INEXIGIBILIDADE) INEXIGIBILIDADE ACIMA DE R$ 80 MIL;08469511000169 - CA PROGRAMAS DE COMPUTADOR, PARTICIPAÇÕES E SERVIÇOS LTDA. (CA);SUPORTE TÉCNICO ON-SITE.;28/05/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/05/2012;28/05/2012;27/05/2013;710000
FORTALEZA;49019;19865.000035/2012-49;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;12067103000158 - FACIL COMÉRCIO SERVIÇOES E CONSTRUÇÕES LTDA;SERVIÇOS DE MANUTENÇÃO PREDIAL.;28/05/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;31/05/2012;28/05/2012;27/05/2013;554900
