Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
RIO DE JANEIRO HORTO;49554;12023.000002/2012-61;ADITIVOS;05466285000174 - LEISTUNG INDUSTRIA COMÉRCIO E SERV. DE SISTEMAS DE ENERGIA LTDA;PRORROGAR PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO.;20/08/2012;ART. 57,  § 1º, INCISO I, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;05/09/2012;21/11/2012;31/12/2012;0,00
SAO PAULO;49550;12032.000109/2007-33;ADITIVOS;59126045000150 - VIAÇÃO SANTO IGNÁCIO LTDA;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;05/09/2012;29/08/2012;18/05/2013;5724,62
SAO PAULO;49551;12032.000042/2010-32;ADITIVOS;10478353000155 - DIVISA Segurança Privada Ltda.;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;05/09/2012;28/08/2012;04/09/2015;872369,10
SAO PAULO;49552;70387.000013/2011-38;ADITIVOS;09472012000193 - MML SERVIÇOS LTDA - ME;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;05/09/2012;29/08/2012;28/08/2013;85636,08
BELEM;49572;19864.000088/2011-99;ADITIVOS;13268416000137 - OSLETH M DE L S ROCHA ME;REPACTUAR O VALOR DO CONTRATO.;30/08/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;06/09/2012;30/08/2012;15/01/2017;184576,80
BRASILIA SEDE;49588;70387.000015/2008-21;ADITIVOS;32578387000154 - UNITECH RIO COMERCIO E SERVIÇOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES E REPACTUAR O VALOR DO CONTRATO.;10/09/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;11/09/2012;23/09/2012;22/09/2013;122400,00
BRASILIA SEDE;49588;70387.000015/2008-21;ADITIVOS;32578387000154 - UNITECH RIO COMERCIO E SERVIÇOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES E REPACTUAR O VALOR DO CONTRATO.;10/09/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;11/09/2012;23/09/2012;22/09/2013;122400,00
PORTO ALEGRE;49587;19871.000061/2010-26;ADITIVOS;00074871000150 - REVESTPISOS COMÉRCIO DE DIVISÓRIAS LTDA - ME;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;11/09/2012;29/10/2012;28/10/2013;49800,00
SAO PAULO;49586;70387.000015/2012-16;ADESÃO A ATA DE REGISTRO DE PREÇOS COM PROCESSO DECISÓRIO;81243735000148 - POSITIVO INFORMÁTICA S/A;AQUISIÇÃO DE ESTAÇÕES DE TRABALHO TIPO DESKTOP.;04/09/2012;ART. 15, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C O ART. 8º, DO DECRETO 3.931/2001, COM A REDAÇÃO DADA PELO DECRETO 4.342/2002. ;11/09/2012;04/09/2012;03/03/2013;564000,00
BRASILIA SEDE;49599;19863.000075/2012-19;ADITIVOS;61600839000155 - Centro de Integração Empresa Escola CIEE;ALTERAÇÃO DE CLÁUSULA DO CONTRATO RG/Nº 49.172.;11/09/2012;"ART. 65, INCISO I, ALÍNEA ""A"", DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";13/09/2012;11/09/2012;24/06/2013;0,00
BRASILIA SEDE;49601;19863.000153/2012-77;PREGÃO ELETRÔNICO COM PROCESSO DECISÓRIO;69034668000156 - SODEXO PASS DO BRASIL SERVIÇOS E COMÉRCIO S/A;ADMINISTRAÇÃO E FORNECIMENTO DE DOCUMENTOS DE LEGITIMAÇÃO PARA ATENDER AO PAT.;12/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;13/09/2012;12/09/2012;11/09/2017;492358284,63
PORTO ALEGRE;49595;19871.000038/2008-17;ADITIVOS;07161152000115 - G.P.A. TREINAMENTO FÍSICO PERSONALIZADO LTDA.;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;13/09/2012;02/09/2012;01/09/2013;27105,72
RECIFE;49600;19866.000155/2011-55;ADITIVOS;69946663000108 - JSM - CONSTRUÇÃO, SHOWS E EVENTOS LTDA-ME;PRORROGAR O PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO.;;ART. 57, § 1º, INCISO V, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;13/09/2012;04/09/2012;25/11/2012;0,00
RIO DE JANEIRO ANDARAÍ;49597;12023.000215/2012-93;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;03578224000173 - Geraquip Geradores e Equipamentos Ltda;MANUTENÇÃO PREVENTIVA E CORRETIVA DE GERADORES;06/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;13/09/2012;06/09/2012;05/09/2013;55799,88
RIO DE JANEIRO ANDARAÍ;49598;12023.000207/2012-47;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;07544068000180 - ADMINAS ADMINISTRAÇÃO E TERCEIRIZAÇÃO DE MÃO DE OBRA LTDA.;SERVIÇO DE APOIO ADMINISTRATIVO;03/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;13/09/2012;03/09/2012;02/09/2013;587897,38
RIO DE JANEIRO HORTO;49596;12023.000062/2007-17;ADITIVOS;36529998000163 - Unirio Manutenção e Serviços Ltda.;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES, EM CARÁTER EXCEPCIONAL.;;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;13/09/2012;10/09/2012;09/09/2013;2625558,00
FORTALEZA;49603;19865.000008/2008-90;ADITIVOS;14097540300 - FRANCISCA MARIA DA CONCEIÇÃO LIMA;REPACTUAR O VALOR DO CONTRATO.;06/09/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;17/09/2012;06/09/2012;30/06/2013;2541,84
FORTALEZA;49604;19865.000017/2010-03;ADITIVOS;10734779000122 - GM INDUSTRIA COMÉRCIO E SERVIÇOS DE ELEVADORES LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;17/09/2012;08/09/2012;07/09/2013;1800,00
RECIFE;49602;19866.000221/2011-97;ADITIVOS;04634004000182 - CLIMOAR CLIMATIZAÇÃO LTDA ME;PRORROGAÇÃO DO PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO.;;ART. 57,  § 1º, INCISO I, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;17/09/2012;17/08/2012;02/11/2012;0,00
SAO PAULO;49605;12032.000154/2012-55;PREGÃO ELETRÔNICO SEM PROCESSO DECISÓRIO;02609844000160 - AIRWAY TRANSPORTES LTDA;SERVIÇOS DE TRANSPORTE DE PEQUENAS ENCOMENDAS;01/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;17/09/2012;01/09/2012;31/08/2017;76303,20
RIO DE JANEIRO ANDARAÍ;49617;12023.000214/2012-49;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;02855141000111 - ESCOLA TECNICA PROFISSIONAL LTDA ME;SERVIÇO DE CONSULTORIA ESPECIALIZADA PARA ESTUDO DE SOLUÇÃO DE CLIMATIZAÇÃO.;27/08/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;18/09/2012;27/08/2012;24/11/2012;43838,00
BELEM;49618;19864.000020/2011-18;ADITIVOS;13014490000127 - BIO CARD TECNOLOGIA E SISTEMAS LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;10/09/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;12/09/2012;11/09/2013;44584,32
BELO HORIZONTE;49628;19868.000037/2012-16;PREGÃO ELETRÔNICO SEM PROCESSO DECISÓRIO;03188098000140 - DERVISH ENGENHARIA & CONSULTORIA LTDA - EPP;SERVIÇOS DE VEDAÇÕES EM ESQUADRIAS E VIDRO DE FACHADAS E REEMBOÇO PARCIAL,VEDAÇÃO E IMPERMEABILIZAÇÃO EM MURETA DIVISÓRIA.;06/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;19/09/2012;13/09/2012;27/10/2012;72000,00
BRASILIA;49624;12014.000047/2010-83;ADITIVOS;07210733000108 - SOS COMERCIO E INSTALAÇÕES ELÉTRICA LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;12/09/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;13/09/2012;12/09/2013;96174,54
BRASILIA;49625;12014.000081/2009-14;ADITIVOS;07522669000192 - CEB DISTRIBUICAO SA;ACRÉSCIMO DE SERVIÇOS.;27/08/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";19/09/2012;27/08/2012;08/02/2015;1125000,00
BRASILIA SEDE;49620;;DISPENSA PELO VALOR;43456599000185 - FUJITSU DO BRASIL LTDA;AQUISIÇÃO DE SCANNERS DE MESA.;14/09/2012;ART. 24, INCISO II E PARÁGRAFO ÚNICO, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;14/09/2012;13/12/2012;15994,00
CURITIBA;49623;19870.000119/2011-22;ADITIVOS;03612495000106 - TENÓRIO COPIADORAS LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;13/09/2012;12/09/2013;40320,00
RECIFE;49619;19866.000165/2011-91;ADITIVOS;07135180000168 - FOX 2 TERCEIRIZAÇÃO E MÃO DE OBRA LTDA ME;REPACTUAR O VALOR DO CONTRATO.;22/08/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;22/08/2012;11/12/2012;5557,35
SALVADOR;49626;19867.000008/2008-70;ADITIVOS;03394369000114 - JAVA SEGURANÇA PATRIMONIAL LTDA;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;06/09/2012;31/07/2013;74659,68
SAO PAULO;49627;12032.000151/2012-11;DISPENSA DE LICITAÇÃO;61695227000193 - ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S A;FORNECIMENTO DE ENERGIA ELÉTRICA.;01/08/2012;ART. 24, INCISO XXII, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/09/2012;01/08/2012;31/07/2017;22375192,00
RIO DE JANEIRO HORTO;49606;70387.000013/2011-38;ADITIVOS;09472012000193 - MML SERVIÇOS LTDA - ME;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;03/09/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;20/09/2012;08/09/2012;07/09/2013;85636,08
BRASILIA;49637;12014.000043/2011-86;ADITIVOS;26415117000120 - ROCHA BRESSAN ENGENHARIA INDUSTRIA E COMERCIO LTDA;ACRÉSCIMO DE SERVIÇOS E PRORROGAR PRAZO DE EXECUÇÃO DO CONTRATO.;17/09/2012;ART. 57,  § 1º, INCISO I, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;24/09/2012;17/09/2012;27/03/2013;1506143,33
BRASILIA;49637;12014.000043/2011-86;ADITIVOS;26415117000120 - ROCHA BRESSAN ENGENHARIA INDUSTRIA E COMERCIO LTDA;ACRÉSCIMO DE SERVIÇOS E PRORROGAR PRAZO DE EXECUÇÃO DO CONTRATO.;17/09/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";24/09/2012;17/09/2012;27/03/2013;1506143,33
RIO DE JANEIRO ANDARAÍ;49639;12023.000205/2012-58;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL - ATÉ JUNHO 2012;01558926000160 - MISTER AIR REFRIGERAÇÃO LTDA.;REFORMA DO SISTEMA DE EXAUSTÃO DA COZINHA.;18/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;24/09/2012;01/10/2012;29/12/2012;88400,00
RIO DE JANEIRO HORTO;49638;12023.000033/2010-51;TERMO DE AJUSTE DE CONTAS;06263083000198 - FORÇA SOLUÇÕES INTEGRADAS LTDA.;AJUSTE DE CONTAS.;10/09/2012;ART. 59, PARÁGRAFO ÚNICO, DA LEI 8.666/1993 E SUAS ALTERAÇÕES C/C ART. 884 DA LEI 10.406/2002 (CÓDIGO CIVIL) E ART. 60 A 64 DA LEI 4.320/1964.;24/09/2012;01/03/2012;02/08/2012;23197,68
BELEM;49645;19864.000018/2010-50;ADITIVOS;09211205000190 - SECURITY AMAZON SERVIÇO DE SEGURANÇA PRIVADA LTDA - EPP;PRORROGACAO DO CONTRATO POR 12 MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/09/2012;01/10/2012;30/09/2013;583235,88
BRASILIA SEDE;49644;70387.000014/2012-63;ADITIVOS;59773416000195 - CIMCORP COMERCIO INTERNACIONAL E INFORMATICA S/A;ALTERAR CLAUSULAS CONTRATUAIS. ;25/09/2012;"ART. 65, INCISO I, ALÍNEA ""A"", DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";26/09/2012;25/09/2012;15/01/2013;0,00
FORTALEZA;49649;19865.000045/2012-84;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL - ATÉ JUNHO 2012;10551296000192 - GEOPAC ENGENHARIA E CONSULTORIA LTDA;ELABORAÇÃO DO PROJETO DE AMPLIAÇÃO DA REGIONAL FORTALEZA;21/09/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;28/09/2012;21/09/2012;18/01/2013;45510,00
SALVADOR;49650;19867.000065/2010-73;ADITIVOS;15243835000140 - Mag Engenharia Consultoria Comercio e Representações Ltda;SUPRESSÃO DE CONTRATO ORIGINAL;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;28/09/2012;05/09/2012;31/10/2012;28089,60
