Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
RIO DE JANEIRO HORTO;50202;12023.000002/2012-61;ADITIVOS;05466285000174 - LEISTUNG INDUSTRIA COMÉRCIO E SERV. DE SISTEMAS DE ENERGIA LTDA;PRORROGAR PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO.;28/12/2012;ART. 57,  § 1º, INCISO I, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;09/01/2013;01/01/2013;30/06/2013;0,00
BRASILIA SEDE;50208;70387.000028/2007-10;ADITIVOS;04164616000159 - TNL PCS S/A;ALTERAR CLÁUSULA CONTRATUAL E PRORROGAR EXCEPCIONALMENTE A VIGÊNCIA CONTRATUAL.;27/12/2012;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;10/01/2013;28/12/2012;27/06/2013;600000,00
BRASILIA SEDE;50208;70387.000028/2007-10;ADITIVOS;04164616000159 - TNL PCS S/A;ALTERAR CLÁUSULA CONTRATUAL E PRORROGAR EXCEPCIONALMENTE A VIGÊNCIA CONTRATUAL.;27/12/2012;"ART. 65, INCISO I, ALÍNEA ""A"", DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";10/01/2013;28/12/2012;27/06/2013;600000,00
RIO DE JANEIRO HORTO;50218;12023.000309/2011-81;ADITIVOS;92753268000112 - STEMAC S.A GRUPOS GERADORES;PRORROGAR PRAZO DE EXECUÇÃO E VIGÊNCIA DO CONTRATO.;26/12/2012;ART. 57,  § 1º, INCISO I, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;11/01/2013;01/01/2013;30/06/2013;0,00
SALVADOR;50214;19867.000078/2010-42;ADITIVOS;03595040000111 - TMW EMPREENDIMENTOS E SERVIÇOS LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;11/01/2013;03/01/2013;02/01/2014;644874,48
BELO HORIZONTE;50222;19868.000042/2010-59;ADITIVOS;03108004000186 - Alpha Vigilância e Segurança Ltda;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;14/01/2013;09/02/2013;08/02/2014;765806,76
BRASILIA;50220;12014.000170/2012-66;DISPENSA DE LICITAÇÃO;01475599000263 - DISTRIBUIDORA CUMMINS CENTRO OESTE;LOCAÇÃO E INSTALAÇÃO DE GRUPO GERADOR.;09/01/2013;ART. 24, INCISO IV, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;14/01/2013;09/01/2013;08/07/2013;95000,00
FORTALEZA;50221;19865.000036/2008-15;ADITIVOS;05877704000160 - ESTAÇÃO SERVIÇOS DE MASSAGEM LTDA-ME;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;14/01/2013;05/01/2013;04/01/2014;45264,00
RECIFE;50224;19866.000160/2011-68;ADITIVOS;08466488000159 - GVP AUTO LOCADORA & SERVIÇOS LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;26/12/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;14/01/2013;02/01/2013;01/01/2014;354763,46
BRASILIA;50230;12014.000043/2011-86;ADITIVOS;26415117000120 - ROCHA BRESSAN ENGENHARIA INDUSTRIA E COMERCIO LTDA;PRORROGAR PRAZO DE EXECUÇÃO DO CONTRATO.;14/01/2013;ART. 57,  § 1º, INCISO III, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;16/01/2013;14/01/2013;27/03/2013;0,00
BRASILIA;50233;12014.000118/2012-18;PREGÃO ELETRÔNICO SEM PROCESSO DECISÓRIO;06967801000107 - SPEED EDITORA GRAFICA E BRINDES LTDA;PRESTAÇÃO DE SERVIÇOS GRÁFICOS.;09/01/2013;LEI 10.520/2002 E DECRETO 5.450/2005.;17/01/2013;09/01/2013;08/01/2014;233082,50
SAO PAULO;50232;;PREGÃO ELETRÔNICO COM PROCESSO DECISÓRIO;66512682000120 - NOVASISTEMAS ENGENHARIA E COMÉRCIO LTDA;PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO, ATUALIZAÇÃO E SUPORTE TÉCNICO PARA SWITCH FIBRE CHANNEL.;07/01/2013;LEI 10.520/2002 E DECRETO 5.450/2005.;17/01/2013;14/01/2013;13/01/2015;105000,00
BELEM;50239;19864.000028/2010-95;ADITIVOS;03534028000105 - CATA VENTO REFRIGERAÇÃO E SERVIÇOS GERAIS LTDA.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;18/01/2013;16/01/2013;15/01/2014;102659,40
BRASILIA SEDE;50238;19863.000150/2011-52;ADITIVOS;61797924000155 - HEWLETT-PACKARD BRASIL LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;11/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;18/01/2013;13/01/2013;12/01/2014;960000,00
BRASILIA SEDE;50241;70387.000028/2007-10;ADITIVOS;04027547000131 - TELEFÔNICA DATA S.A.;PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO.;27/12/2012;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;21/01/2013;28/12/2012;27/06/2013;382065,12
PORTO ALEGRE;50240;19871.000139/2011-93;ADITIVOS;76535764000143 - BRASIL TELECOM S/A;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;21/01/2013;26/12/2012;25/12/2013;20664,00
SAO PAULO;50242;12032.000200/2012-16;DISPENSA DE LICITAÇÃO;22120394849 - Paulo Munhoz Garcia Perez;LOCAÇÃO DE IMÓVEL EM RIBEIRÃO PRETO.;15/01/2013;ART. 24, INCISO X, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;21/01/2013;19/01/2013;18/01/2018;234800,00
BRASILIA;50256;12014.000073/2008-97;ADITIVOS;24907701000177 - TEMPER Engenharia e Comércio Ltda;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;17/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/01/2013;03/02/2013;02/02/2014;75639,84
BRASILIA;50257;12014.000143/2012-93;PREGÃO ELETRÔNICO SEM PROCESSO DECISÓRIO;10445514000104 - SEISELLES DISTRIBUICAO E LOGISTICA LTDA - ME;AQUISIÇÃO DE PERIÓDICOS.;18/01/2013;LEI 10.520/2002 E DECRETO 5.450/2005.;22/01/2013;18/01/2013;17/01/2014;18962,33
BRASILIA SEDE;50248;70387.000009/2009-55;ADITIVOS;02421421000111 - INTELIG TELECOMUNICAÇÕES LTDA;SUPRESSÃO DE SERVIÇOS.;16/01/2013;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";22/01/2013;16/01/2013;24/05/2014;296633,26
BRASILIA SEDE;50255;70387.000026/2007-21;ADITIVOS;76535764000143 - BRASIL TELECOM S/A;PRORROGAÇÃO EXCEPCIONAL DO CONTRATO.;15/01/2013;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/01/2013;24/01/2013;23/07/2013;399999,90
BELO HORIZONTE;50263;19868.000189/2011-20;ADITIVOS;02447032000165 - TRANSUEL LTDA;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;23/01/2013;15/01/2013;02/02/2013;6671,44
BRASILIA SEDE;50258;70387.000026/2007-21;ADITIVOS;33530486000129 - EMPRESA BRASILEIRA DE TELECOMUNICACOES;PRORROGAÇÃO EXCEPCIONAL DO CONTRATO.;17/01/2013;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;23/01/2013;24/01/2013;23/07/2013;1458688,74
PORTO ALEGRE;50259;19871.000139/2011-93;ADITIVOS;02449992012170 - VIVO S/A;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;23/01/2013;08/12/2012;07/12/2013;38376,00
RIO DE JANEIRO HORTO;50260;12023.000413/2011-76;ADITIVOS;02228225000125 - RODI-COOP Coop. dos Transp. de Cargas e Passageiros Utilitários e Locação do Rio de Janeiro ;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;15/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;23/01/2013;01/02/2013;31/01/2014;1436297,72
BRASILIA SEDE;50264;;INEXIGIBILIDADE COM PROCESSO DECISÓRIO;09168704000142 - EMPRESA BRASIL DE COMUNICACAO S.A. - EBC;DISTRIBUIÇÃO DE PUBLICIDADE LEGAL;22/01/2013;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;24/01/2013;29/01/2013;28/01/2018;510000,00
FORTALEZA;50265;19865.000064/2009-13;ADITIVOS;02441569000118 - TUPÃ IMPORTAÇÕES LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;24/01/2013;01/02/2013;31/01/2014;210912,84
BRASILIA;50270;12014.000039/2010-37;ADITIVOS;72620735000129 - ÁGIL SERVIÇOS ESPECIAIS LTDA;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;09/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;28/01/2013;26/01/2013;25/01/2014;382769,26
BRASILIA SEDE;50268;70387.000037/2009-72;ADITIVOS;03523778000173 - CONNECTMED-CRC CONSULTORIA, ADMINISTRAÇÃO E TECNOLOGIA EM SAÚDE LTDA.;ALTERAR CLÁUSULAS E REPACTUAR VALOR DO CONTRATO.;26/12/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;28/01/2013;26/12/2012;17/02/2013;283440,00
BRASILIA SEDE;50268;70387.000037/2009-72;ADITIVOS;03523778000173 - CONNECTMED-CRC CONSULTORIA, ADMINISTRAÇÃO E TECNOLOGIA EM SAÚDE LTDA.;ALTERAR CLÁUSULAS E REPACTUAR VALOR DO CONTRATO.;26/12/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";28/01/2013;26/12/2012;17/02/2013;283440,00
RIO DE JANEIRO HORTO;50266;12023.000480/2011-91;ADITIVOS;33747288000111 - FEDERAÇÃO DAS EMPRESAS DE TRANSPORTES DE PASSAGEIROS DO ESTADO DO RIO DE JANEIRO;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;02/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;28/01/2013;05/01/2013;04/01/2014;2400000,00
RIO DE JANEIRO HORTO;50267;12023.000205/2012-58;PREGÃO ELETRÔNICO SEM PROCESSO DECISÓRIO;03752008000100 - TRANSFER EXAUSTOR LTDA.;SERVIÇOS DE REFORMA E MODERNIZAÇÃO DO SISTEMA DE EXAUSTÃO DA COZINHA.;18/01/2013;LEI 10.520/2002 E DECRETO 5.450/2005.;28/01/2013;31/01/2013;30/04/2013;85923,00
SALVADOR;50229;19867.000283/2011-99;PREGÃO ELETRÔNICO SEM PROCESSO DECISÓRIO;33530486000129 - EMPRESA BRASILEIRA DE TELECOMUNICACOES;SERVIÇOS DE TELEFONIA MÓVEL.;;LEI 10.520/2002 E DECRETO 5.450/2005.;28/01/2013;17/12/2012;16/12/2013;6708,12
SALVADOR;50269;19867.000265/2011-15;ADITIVOS;03328305000115 - CLARITY Sistemas de Energia Ltda.;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;28/01/2013;20/01/2013;19/01/2014;89964,00
BRASILIA;50271;12014.000007/2011-12;ADITIVOS;40432544000147 - CLARO S/A;SUCESSÃO DE SERVIÇOS.;25/01/2013;ART. 54, § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;25/01/2013;02/04/2013;0,00
BRASILIA;50291;12014.000005/2012-12;ADITIVOS;60831344000174 - TOKIO MARINE BRASIL SEGURADORA;PRORROGAR A VIGÊNCIA DO CONTRATO.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;06/02/2013;05/02/2014;40236,00
BRASILIA SEDE;50272;19863.000182/2011-58;ADITIVOS;28712123000174 - MÓDULO SECURITY SOLUTIONS S/A;PRORROGAÇÃO DE VIGÊNCIA-RG 48217-MODULO ;22/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;23/01/2012;22/01/2014;0,00
BRASILIA SEDE;50274;19863.000098/2009-10;ADITIVOS;32913188000155 - TECNOLTA EQUIPAMENTOS ELETRONICOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 6 (SEIS) MESES  E INCLUIR CLÁUSULA ;23/01/2013;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;24/01/2013;23/07/2013;354600,00
BRASILIA SEDE;50285;70387.000026/2007-21;ADITIVOS;02421421002912 - INTELIG TELECOMUNICAÇÕES LTDA;PRORROGAR EXCEPCIONALMENTE A VIGÊNCIA DO CONTRATO POR SEIS MESES. ;27/12/2012;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;28/12/2012;27/06/2013;504999,96
BRASILIA SEDE;50286;70387.000028/2007-10;ADITIVOS;02421421002912 - INTELIG TELECOMUNICAÇÕES LTDA;PRORROGAR EXCEPCIONALMENTE A VIGÊNCIA DO CONTRATO POR SEIS MESES.;27/12/2012;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;28/12/2012;27/06/2013;555900,00
BRASILIA SEDE;50287;;DISPENSA DE LICITAÇÃO;61590816000107 - PRODENT ASSISTÊNCIA ODONTOLÓGICA LTDA;SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA ;28/01/2013;ART. 24, INCISO IV, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;28/01/2013;27/04/2013;292050,00
PORTO ALEGRE;50288;19871.000095/2010-11;ADITIVOS;94989985000173 - CLAVEL COMERCIAL ELETRO-ELETRÔNICA LTDA.;PRORROGAR A VIGÊNCIA DO CONTRATO.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;17/01/2013;16/01/2014;30268,08
PORTO ALEGRE;50289;19871.000012/2011-74;ADITIVOS;11301568000169 - SETTA SERVIÇOS TERCEIRIZADOS LTDA;REPACTUAR O VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;07/01/2013;17/07/2013;47858,36
RIO DE JANEIRO HORTO;50273;12023.000438/2011-70;ADITIVOS;40432544000147 - CLARO S/A;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;20/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;25/01/2013;24/01/2014;77902,56
RIO DE JANEIRO HORTO;50275;12023.000064/2009-78;ADITIVOS;03502099000118 - ACE SEGURADORA S/A;PRORROGAÇÃO DO CONTRATO POR 12 (DOZE) MESES.;17/01/2013;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;01/02/2013;31/01/2014;33400,00
RIO DE JANEIRO HORTO;50290;12023.000068/2009-56;ADITIVOS;31245376000190 - SERIAL SISTEMAS LTDA;Prorrogar a vigência do Contrato RG. 44.091/2010;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;01/02/2013;31/01/2014;19200,00
SAO PAULO;50277;12032.000002/2013-33;INEXIGIBILIDADE SEM PROCESSO DECISÓRIO;09150231000156 - Futura Networks do Brasil Consultoria Ltda.;PATROCINIO CAMPUS PARTY 2013.;24/01/2013;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2013;24/01/2013;20/02/2013;80000,00
