Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
BELO HORIZONTE;48095;19868.000060/2009-05;(OUTROS INSTRUMENTOS) ADITIVOS;02447032000165 - TRANSUEL LTDA;REPACTUAR O VALOR DO CONTRATO.;;ART. 40, INCISO XI, C/C ART. 55, INCISO III, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;09/01/2012;28/12/2011;02/02/2012;8536
BRASILIA;48096;12014.000047/2011-64;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;60831344000174 - TOKIO MARINE BRASIL SEGURADORA;COBERTURA SECURITARIA PARA OS BENS MOVEIS DO SERPRO;18/11/2011;LEI 10.520/2002 E DECRETO 5.450/2005.;09/01/2012;16/12/2011;15/12/2012;81000
BRASILIA;48097;12014.000070/2011-59;(PREGÃO) PREGÃO PRESENCIAL;38042487000148 - NOVA ESPERANÇA ADMINISTRADORA DE CONDOMÍNIOS ;SERVIÇOS DE AUXILIARES NAS ATIVIDADES DE RECEPÇÃO, ABRANGENDO: ATENDIMENTO, PROTOCOLO, TRIAGEM E MANUSEIO DE DOCUMENTAÇÃO E MOVIMENTAÇÃO DE CARGAS.;02/01/2012;LEI 10.520/2002 E DECRETO 3.555/2000, COM AS ALTERAÇÕES INTRODUZIDAS PELOS DECRETOS 3.693/2000 E 3.784/2001.;09/01/2012;02/01/2012;01/01/2013;2418367,25
FORTALEZA;48094;19865.000151/2011-87;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;10916491000179 - M. C. CONSTRUTORA LTDA - ME;SERVIÇO DE ADEQUAÇÃO DE AMBIENTE DO ESCRITORIO DE TERESINA/PIAUÍ.;14/12/2011;LEI 10.520/2002 E DECRETO 5.450/2005.;09/01/2012;14/12/2011;09/08/2012;65690
FORTALEZA;48124;19865.000038/2008-04;(OUTROS INSTRUMENTOS) ADITIVOS;04894089000138 - EMT - Empresa de Mão de Obra Terceirizada Ltda;ALTERAR RAZÃO SOCIAL DA CONTRATADA.;29/12/2011;ART. 54, § 1º, C/C O ART. 61, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;11/01/2012;29/12/2011;30/09/2012;0
BRASILIA SEDE;48131;19863.000184/2011-47;(INEXIGIBILIDADE) INEXIGIBILIDADE ACIMA DE R$ 80 MIL;02950570000178 - PBTI SOLUÇÕES LTDA;SERVIÇOS DE MANUTENÇÃO, ATUALIZAÇÃO E SUPORTE TÉCNICO PARA SOLUÇÃO DA FAMÍLIA INCONTROL;09/01/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;12/01/2012;09/01/2012;08/01/2015;11675298,24
BRASILIA;47918;12014.000070/2009-34;(OUTROS INSTRUMENTOS) ADITIVOS;00636712000100 - União Serviços Gerais Ltda;SERVIÇO DE LIMPEZA E CONSERVAÇÃO;;ART. 40, INCISO XI, C/C ART. 55, INCISO III, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;16/01/2012;16/12/2011;03/01/2013;3053772,47
BRASILIA;47918;12014.000070/2009-34;(OUTROS INSTRUMENTOS) ADITIVOS;00636712000100 - União Serviços Gerais Ltda;SERVIÇO DE LIMPEZA E CONSERVAÇÃO;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;16/01/2012;16/12/2011;03/01/2013;3053772,47
BELEM;48139;19864.000060/2011-51;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;33000118000179 - TELEMAR NORTE LESTE SA;SERVIÇOS DE TELEFONIA FIXA;10/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;18/01/2012;10/01/2012;09/01/2017;251772,85
BRASILIA SEDE;48136;19863.000031/2011-08;(OUTROS INSTRUMENTOS) ADITIVOS;06246757000146 - STRONG TECHNOLOGY COMERCIO E SERVIÇOS EM INFORMATICA LTDA;ACRÉSCIMO DE SERVIÇO AO CONTRATO ORIGINAL;11/01/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";18/01/2012;06/01/2012;24/04/2012;10996
BRASILIA SEDE;48137;19863.000138/2007-61;(OUTROS INSTRUMENTOS) ADITIVOS;01489065000105 - UHY MOREIRA - AUDITORES;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;12/01/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;18/01/2012;29/01/2012;28/01/2013;52500
BRASILIA SEDE;48137;19863.000138/2007-61;(OUTROS INSTRUMENTOS) ADITIVOS;01489065000105 - UHY MOREIRA - AUDITORES;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES;12/01/2012;"ART. 65, INCISO I, ALÍNEA ""A"", DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";18/01/2012;29/01/2012;28/01/2013;52500
SAO PAULO;48138;12032.000531/2011-75;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;11352787000177 - LUIZ GESSIVALDO DE JESUS SILVA - ME;SERVIÇOS DE REMOÇÃO E INSTALAÇÃO DE AR CONDICIONADO;09/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;18/01/2012;09/01/2012;29/03/2012;23890
BRASILIA SEDE;48135;19863.000150/2011-52;(INEXIGIBILIDADE) INEXIGIBILIDADE ACIMA DE R$ 80 MIL;61797924000155 - HEWLETT-PACKARD BRASIL LTDA;Servico de Manutenção, Atualização e Suporte Técnico nos subsistema de discos HP, modelo XP24000.;13/01/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/01/2012;13/01/2012;12/01/2013;960000
RIO DE JANEIRO;48175;12023.000068/2009-56;(OUTROS INSTRUMENTOS) ADITIVOS;31245376000190 - SERIAL SISTEMAS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;17/01/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/01/2012;01/02/2012;31/01/2013;19200
RIO DE JANEIRO;48176;12023.000050/2010-98;(OUTROS INSTRUMENTOS) ADITIVOS;05364164000111 - MANTRIX Comércio e Serviços Eletrônicos Ltda.;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;16/01/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;19/01/2012;01/02/2012;31/01/2013;33000
BRASILIA SEDE;48203;19863.000172/2011-12;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;10986234000103 - Total Distribuidora e Atacadista Ltda, EPP;AQUISIÇÃO DE MÍDIAS DVD-R. ;19/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;23/01/2012;19/01/2012;18/04/2012;23100
SAO PAULO;48211;12032.000109/2007-33;(OUTROS INSTRUMENTOS) ADITIVOS;59126045000150 - VIAÇÃO SANTO IGNÁCIO LTDA;REPACTUAR O VALOR DO CONTRATO.;;ART. 58, §1º, C/C ART. 65, INCISO II, ALÍNEA B, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;23/01/2012;05/01/2012;18/05/2013;18465,09
BELEM;48212;19864.000088/2011-99;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;13268416000137 - OSLETH M DE L S ROCHA ME;SERVIÇOS DE LIMPEZA E COPEIRAGEM PARA ATENDER O SERPRO BELÉM.;16/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;24/01/2012;16/01/2012;15/01/2017;2241900
BRASILIA;48213;12014.000205/2011-86;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;00306524000105 - LEISTUNG COMÉRCIO E SERVIÇOS DE SISTEMAS DE ENERGIA LTDA;AQUISIÇÃO E INSTALAÇÃO DE BATERIAS ESTACIONÁRIAS.;17/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;24/01/2012;17/01/2012;16/05/2012;331737,6
RECIFE;48202;19866.000109/2011-56;(INEXIGIBILIDADE) INEXIGIBILIDADE ACIMA DE R$ 80 MIL;09759606000180 - SINDICATO DAS EMPRESAS DE TRANSPORTE DE PASSAGEIROS NO ESTADO DE PERNAMBUCO;SERVIÇOS DE FORNECIMENTO PARCELADO DE CRÉDITOS ELETRÔNICOS.;18/01/2012;ART. 25, CAPUT, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;24/01/2012;18/01/2012;17/01/2013;276000
RIO DE JANEIRO;48214;12023.000001/2010-55;(OUTROS INSTRUMENTOS) ADITIVOS;07213848000148 - RIO INSULANA TRANSPORTES E SERVIÇOS LTDA;ACRÉSCIMO DE SERVIÇOS.;16/01/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";24/01/2012;16/01/2012;08/04/2012;10783,12
BRASILIA SEDE;48218;19863.000182/2011-58;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;28712123000174 - MÓDULO SECURITY SOLUTIONS;AQUISIÇÃO DE SOLUÇÃO DE GERENCIAMENTO DE RISCOS E ATUALIZAÇÃO DE LICENÇAS DO RISK MANAGER-MÓDULO.;23/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;25/01/2012;23/01/2012;22/04/2012;4700000
BRASILIA SEDE;48221;70387.000048/2008-71;(OUTROS INSTRUMENTOS) ADITIVOS;06060124000149 - QUINTA ONDA SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA. ;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;24/01/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;25/01/2012;20/02/2012;19/02/2013;300000
BRASILIA SEDE;48221;70387.000048/2008-71;(OUTROS INSTRUMENTOS) ADITIVOS;06060124000149 - QUINTA ONDA SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO LTDA. ;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;24/01/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";25/01/2012;20/02/2012;19/02/2013;300000
RIO DE JANEIRO;48219;70387.000045/2009-19;(OUTROS INSTRUMENTOS) ADITIVOS;67071001000360 - SIEMENS ENTERPRISE COMMUNICATIONS - TECNOLOGIA DA INFORMACAO E COMUNICACOES CORP;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 12 (DOZE) MESES.;19/01/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES, C/C A CLÁUSULA CONTRATUAL ESPECÍFICA.;25/01/2012;10/02/2012;09/02/2013;1200000
RIO DE JANEIRO;48224;12023.000479/2011-66;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;11446442000182 - INNOVE ACABAMENTOS LTDA;FORNECIMENTO E INSTALAÇÃO DE GESSO.;24/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;27/01/2012;24/01/2012;24/03/2012;35799,43
SALVADOR;48225;19867.000265/2011-15;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;03328305000115 - CLARITY Sistemas de Energia Ltda.;MANUTENÇÃO EM NO-BREAKS.;20/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;27/01/2012;20/01/2012;19/01/2013;89964
BRASILIA SEDE;48217;19863.000182/2011-58;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;28712123000174 - MÓDULO SECURITY SOLUTIONS;PRESTAÇÃO DE SERVIÇOS DE SUPORTE TÉCNICO ON-SITE;23/01/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;30/01/2012;23/01/2012;22/01/2013;592000
BRASILIA;48223;12014.000039/2010-37;(OUTROS INSTRUMENTOS) ADITIVOS;72620735000129 - ÁGIL SERVIÇOS ESPECIAIS LTDA;PRORROGAR A VIGÊNCIA E REPACTUAR O VALOR DO CONTRATO.;;ART. 40, INCISO XI, C/C ART. 55, INCISO III, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2012;26/01/2012;25/01/2013;412229,08
BRASILIA;48223;12014.000039/2010-37;(OUTROS INSTRUMENTOS) ADITIVOS;72620735000129 - ÁGIL SERVIÇOS ESPECIAIS LTDA;PRORROGAR A VIGÊNCIA E REPACTUAR O VALOR DO CONTRATO.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;31/01/2012;26/01/2012;25/01/2013;412229,08
