Unidade Emitente;Registro Número;Número Processo;Tipo Contratação;Fornecedor CNPJ/CPF - Nome;Objeto Documento Contratual;Data Conclusão Contratação;Fundamentação Legal;Registro Data Publicação D.O.U;Data Vigência Inicial;Data Vigência Final;Valor Contratado R
RECIFE;48614;19866.000155/2011-55;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;69946663000108 - JSM - CONSTRUÇÃO, SHOWS E EVENTOS LTDA-ME;SERVIÇOS DE MODERNIZAÇÃO DO SISTEMA DE DETECÇÃO E ALARME CONTRA INCÊNDIO;01/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;09/03/2012;01/03/2012;28/07/2012;169000
BELO HORIZONTE;48636;19868.000132/2011-21;(OUTROS INSTRUMENTOS) ADITIVOS;02449992045427 - VIVO S/A;ALTERAR RAZÃO SOCIAL E CNPJ/MF DA CONTRATADA;;ART. 54, § 1º, C/C O ART. 61, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;13/03/2012;01/03/2012;05/10/2012;0
BRASILIA SEDE;48638;19863.000066/2010-58;(OUTROS INSTRUMENTOS) ADITIVOS;30156228000136 - CSC BRASIL SISTEMAS LTDA;ACRÉSCIMO DE SERVIÇOS AO CONTRATO ORIGINAL;13/03/2012;"ART. 65, INCISO I, ALÍNEA ""B"", E O § 1º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.";14/03/2012;13/03/2012;21/06/2013;2758996,96
PORTO ALEGRE;48639;19871.000013/2008-13;(OUTROS INSTRUMENTOS) ADITIVOS;93775260000110 - GRES ENGENHARIA E SERVIÇOS LTDA.;REPACTUAR O VALOR DO CONTRATO;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;14/03/2012;02/03/2012;17/08/2012;43543,5
RECIFE;48633;19866.000155/2011-55;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;70148473000116 - EMBRAEDI - EMPRESA BRASILEIRA DE EDIFICAÇÕES LTDA - ME;MODERNIZAR SISTEMA DE DETECÇÃO E ALARME CONTRA INCÊNDIO.;01/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;14/03/2012;01/03/2012;28/07/2012;39970
FLORIANOPOLIS;48629;19871.000186/2011-37;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;94565892000111 - ON LINE TELEINFORMÁTICA E CONSTRUÇÕES ELÉTRICAS LTDA - EPP;SERVIÇOS DE READEQUAÇÃO DE INFRAESTRUTURA;08/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;15/03/2012;08/03/2012;07/09/2012;169990
CURITIBA;48643;19870.000006/2012-16;(DISPENSA DE LICITAÇÃO) DISPENSA ABAIXO DE R$ 80 MIL;76535764000143 - BRASIL TELECOM S/A;SERVIÇOS DE TELEFONIA FIXA.;23/02/2012;ART. 24, INCISO V, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;16/03/2012;18/03/2012;17/03/2013;8273,51
SALVADOR;48646;19867.000282/2011-44;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;09504335000111 - ASTRAP SERVIÇOS E EMPREENDIMENTOS LTDA-ME;SERVIÇOS GERAIS DE CARREGADOR;12/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;19/03/2012;12/03/2012;11/03/2013;45950
BELO HORIZONTE;48659;19868.000007/2012-00;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;25438466000102 - MOD LINE Soluções Corporativas Ltda.;AQUISIÇÃO E INSTALAÇÃO DE MOBILIÁRIO;14/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;20/03/2012;14/03/2012;02/05/2012;180958,5
RIO DE JANEIRO;48662;12023.000048/2011-08;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;08635095000121 - ARQGOLDEMBERG PROJETOS LTDA;SERVIÇOS DE ENGENHARIA CIVIL E ARQUITETURA;13/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;20/03/2012;13/03/2012;10/07/2012;41064
SAO PAULO;48650;12032.000021/2010-17;(OUTROS INSTRUMENTOS) ADITIVOS;07140762000132 - TRANSFER SISTEMAS DE ENERGIA LTDA - EPP;REPACTUAÇÃO DE PREÇOS;;ART. 40, INCISO XI, C/C ART. 55, INCISO III, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;20/03/2012;13/03/2012;01/08/2012;34980
RIO DE JANEIRO;48663;12023.000002/2009-66;(OUTROS INSTRUMENTOS) ADITIVOS;06037043000128 - GUEPARDO VIGILÂNCIA E SEGURANÇA EMPRESARIAL LTDA;PRORROGAR VIGÊNCIA DE CONTRATO.;15/03/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;21/03/2012;01/05/2012;30/04/2013;1915922,52
RECIFE;48664;19866.000119/2011-91;(OUTROS INSTRUMENTOS) ADITIVOS;04078544000127 - OCEANIA CONSTRUÇÕES E EMPREENDIMENTOS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 30 (TRINTA) DIAS.;;ART. 57, § 1º, INCISO V, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/03/2012;29/05/2012;27/06/2012;0
RECIFE;48665;19866.000080/2011-11;(OUTROS INSTRUMENTOS) ADITIVOS;04637738000115 - SEI SOLUÇÕES INTEGRADAS LTDA;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 60 (SESSENTA) DIAS;;ART. 57, § 1º, INCISO V, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/03/2012;01/04/2012;30/05/2012;0
RECIFE;48666;19866.000084/2011-91;(OUTROS INSTRUMENTOS) ADITIVOS;04634004000182 - CLIMOAR CLIMATIZAÇÃO LTDA ME;PRORROGAR A VIGÊNCIA DO CONTRATO POR MAIS 30 (TRINTA) DIAS;;ART. 57, § 1º, INCISO V, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;22/03/2012;21/05/2012;19/06/2012;0
BRASILIA;48668;12014.000029/2010-00;(OUTROS INSTRUMENTOS) ADITIVOS;01011976000122 - ORION TELECOMUNICAÇÕES ENGENHARIA LTDA;PRORROGAR VIGÊNCIA E REPACTUAR VALOR DO CONTRATO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;23/03/2012;22/03/2012;21/03/2013;411616,51
BRASILIA;48668;12014.000029/2010-00;(OUTROS INSTRUMENTOS) ADITIVOS;01011976000122 - ORION TELECOMUNICAÇÕES ENGENHARIA LTDA;PRORROGAR VIGÊNCIA E REPACTUAR VALOR DO CONTRATO.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;23/03/2012;22/03/2012;21/03/2013;411616,51
RECIFE;48674;19866.000043/2007-18;(OUTROS INSTRUMENTOS) ADITIVOS;02726118000127 - SERV CAF LTDA.;PRORROGAR VIGÊNCIA DO CONTRATO;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/03/2012;19/03/2012;18/03/2013;38340,24
RIO DE JANEIRO;48671;12023.000001/2010-55;(OUTROS INSTRUMENTOS) ADITIVOS;07213848000148 - RIO INSULANA TRANSPORTES E SERVIÇOS LTDA;PRORROGAR VIGÊNCIA DO CONTRATO;19/03/2012;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;26/03/2012;09/04/2012;08/04/2013;161749,95
BELEM;48672;19864.000009/2011-40;(OUTROS INSTRUMENTOS) ADITIVOS;09245682000177 - ATLANTA-LOCADORA DE VEICULOS LTDA.;PRORROGAR VIGÊNCIA CONTRATUAL POR MAIS 12 MESES.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;27/03/2012;12/04/2012;11/04/2013;161694
BRASILIA SEDE;48680;19863.000006/2007-30;(OUTROS INSTRUMENTOS) ADITIVOS;61590816000107 - PRODENT ASSISTÊNCIA ODONTOLÓGICA LTDA;Repactuação de Preços referente  a prestação de Serviços.;12/03/2012;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;28/03/2012;12/03/2012;13/03/2012;72436,2
RIO DE JANEIRO;48676;12023.000070/2012-21;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;11457395000172 - MABLL SOLUÇÕES LTDA - ME;REFORMAS DE POLTRONAS;21/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;28/03/2012;21/03/2012;18/07/2012;27699
RIO DE JANEIRO;48687;12023.000345/2011-45;(PREGÃO) PREGÃO ELETRÔNICO ACIMA DE R$ 80 MIL;01815999000190 - Torres Engenharia e Consultoria Ltda;CONSTRUÇÃO DE UMA SUBESTAÇÃO ;22/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;29/03/2012;04/04/2012;30/09/2012;8465536
BRASILIA;48708;12014.000080/2009-70;(OUTROS INSTRUMENTOS) ADITIVOS;33583592004834 - INSPETORIA SÃO JOÃO BOSCO;PRORROGAR VIGÊNCIA, REPACTUAR O VALOR DO CONTRATO E ALTERAR UNIDADE DE SALÁRIO.;;ART. 37, INCISO XXI DA CF/88 C/C ART. 40, INCISO XI, ART. 55, INCISO III E ART. 58, § 1º, DA LEI Nº 8.666/1993 E SUAS ALTERAÇÕES.;30/03/2012;28/03/2012;31/03/2014;1026900,93
BRASILIA;48708;12014.000080/2009-70;(OUTROS INSTRUMENTOS) ADITIVOS;33583592004834 - INSPETORIA SÃO JOÃO BOSCO;PRORROGAR VIGÊNCIA, REPACTUAR O VALOR DO CONTRATO E ALTERAR UNIDADE DE SALÁRIO.;;ART. 57, INCISO II, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;30/03/2012;28/03/2012;31/03/2014;1026900,93
BRASILIA SEDE;48707;19863.000006/2007-30;(OUTROS INSTRUMENTOS) ADITIVOS;61590816000107 - PRODENT ASSISTÊNCIA ODONTOLÓGICA LTDA;Prorrogação de Vigencia 4º T.A. RG 40281  - Em Caráter Excepcional;13/03/2012;ART. 57, § 4º, DA LEI 8.666/1993 E SUAS ALTERAÇÕES.;30/03/2012;14/03/2012;13/09/2012;613188,18
RIO DE JANEIRO;48705;12023.000481/2011-35;(PREGÃO) PREGÃO ELETRÔNICO ATÉ R$ 80 MIL;33000118000179 - TELEMAR NORTE LESTE SA;SERVIÇOS DE TRANSMISSÃO DE DADOS EM BANDA LARGA;26/03/2012;LEI 10.520/2002 E DECRETO 5.450/2005.;30/03/2012;27/03/2012;26/03/2013;2037,6
